"",""
"Creation Date","6/12/2025 12:39:54 PM"
"Project","Emae - 2025"
"Specimen","23_122b"
"Area","Area 1"
"Sampling Region","Full Area 1"
"kV","20"
"Live Time","20"
"Amp Time","3.84"
"Takeoff Angle","32.75"
"Resolution","129.4847"
"",""
"Element","Weight %","Error %"
"O  K","68.92","6.27"
"Na K","6.04","11.89"
"Mg K","1.42","13.34"
"Al K","6.95","7.03"
"Si K","15.37","5.35"
"K  K","0.44","19.84"
"Ca K","0.51","22.71"
"Ti K","0.13","54.88"
"Mn K","0.12","37.65"
"Fe K","0.11","33.61"
